Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Somerset,05/31/2020,0,0.1,40,73447,0,0.2,54.5,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Crawford,08/04/2020,3,2.7,143,84629,3.5,3.2,169,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Forest,08/12/2020,0,0.3,11,7247,0,3.9,151.8,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Beaver,08/30/2020,8,15.4,1635,163929,4.9,9.4,997.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Bedford,10/17/2020,8,6.1,335,47888,16.7,12.8,699.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Luzerne,03/01/2020,0,,0,317417,0,,0,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Washington,08/11/2020,9,12.6,879,206865,4.4,6.1,424.9,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Mifflin,10/09/2020,4,4.3,270,46138,8.7,9.3,585.2,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Mercer,10/09/2020,16,8.1,830,109424,14.6,7.4,758.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clinton,08/03/2020,0,0.7,117,38632,0,1.8,302.9,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Blair,03/11/2020,0,0,0,121829,0,0,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Butler,08/05/2020,14,6.7,639,187853,7.5,3.6,340.2,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Northumberland,05/19/2020,6,3.4,161,90843,6.6,3.8,177.2,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Forest,10/19/2020,0,0.1,18,7247,0,2,248.4,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Mifflin,08/25/2020,5,1.9,148,46138,10.8,4,320.8,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Berks,03/16/2020,0,0,0,421164,0,0,0,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Montour,11/01/2020,3,2.6,316,18230,16.5,14.1,1733.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Wayne,08/03/2020,0,0.3,157,51361,0,0.6,305.7,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
McKean,01/01/2021,70,38.4,1840,40625,172.3,94.6,4529.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Franklin,11/14/2020,26,64.6,3099,155027,16.8,41.7,1999,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
McKean,06/11/2020,0,0.3,17,40625,0,0.7,41.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lebanon,03/18/2020,1,0.1,1,141793,0.7,0.1,0.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Mifflin,09/07/2020,1,2,177,46138,2.2,4.3,383.6,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Potter,10/16/2020,2,0.6,41,16526,12.1,3.5,248.1,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Washington,05/30/2020,0,0.3,146,206865,0,0.1,70.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Northumberland,08/26/2020,9,8,664,90843,9.9,8.8,730.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Dauphin,08/03/2020,22,16.7,2706,278299,7.9,6,972.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Clinton,07/01/2020,0,0.9,81,38632,0,2.2,209.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Clearfield,03/01/2020,0,,0,79255,0,,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Tioga,04/05/2020,5,1,8,40591,12.3,2.5,19.7,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Washington,06/22/2020,2,2.3,179,206865,1,1.1,86.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Potter,03/03/2020,0,,0,16526,0,,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Allegheny,03/19/2020,13,4.1,29,1216045,1.1,0.3,2.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Potter,10/15/2020,1,0.4,39,16526,6.1,2.6,236,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cambria,06/03/2020,0,0.4,61,130192,0,0.3,46.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Bedford,10/26/2020,10,7.3,393,47888,20.9,15.2,820.7,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Wayne,06/03/2020,1,0.4,123,51361,1.9,0.8,239.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Allegheny,11/18/2020,609,471.7,22067,1216045,50.1,38.8,1814.7,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lehigh,06/04/2020,14,13.7,3844,369318,3.8,3.7,1040.8,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Franklin,01/05/2021,221,120,9400,155027,142.6,77.4,6063.5,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lancaster,03/25/2021,195,141.7,46948,545724,35.7,26,8602.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Crawford,08/09/2020,8,2.9,159,84629,9.5,3.4,187.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Crawford,06/27/2020,0,1.9,57,84629,0,2.2,67.4,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Cambria,06/01/2020,2,0.4,61,130192,1.5,0.3,46.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Blair,08/12/2020,3,6.9,306,121829,2.5,5.6,251.2,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Fayette,04/02/2020,5,1.7,24,129274,3.9,1.3,18.6,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Perry,07/13/2020,1,1,100,46272,2.2,2.2,216.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Mercer,09/11/2020,17,8.7,638,109424,15.5,8,583.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Jefferson,08/02/2020,0,1,62,43425,0,2.3,142.8,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Washington,06/16/2020,2,1,165,206865,1,0.5,79.8,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Lebanon,03/20/2020,2,0.4,3,141793,1.4,0.3,2.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Beaver,05/27/2020,9,6.1,583,163929,5.5,3.7,355.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Bedford,03/15/2020,0,0,0,47888,0,0,0,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Sullivan,10/29/2020,1,0.4,20,6066,16.5,7.1,329.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Juniata,07/03/2020,0,0.3,112,24763,0,1.2,452.3,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Bedford,06/09/2020,0,0.6,47,47888,0,1.2,98.1,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Bedford,12/21/2020,23,38.7,2733,47888,48,80.8,5707.1,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Bradford,03/14/2021,11,9.1,4523,60323,18.2,15.2,7498,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Clearfield,02/11/2021,26,27.9,5962,79255,32.8,35.1,7522.6,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Fayette,01/29/2021,52,45.6,9487,129274,40.2,35.3,7338.7,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Susquehanna,01/22/2021,12,15.4,1427,40328,29.8,38.3,3538.5,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Delaware,07/23/2020,97,55.3,8271,566747,17.1,9.8,1459.4,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Somerset,12/24/2020,45,84.7,4432,73447,61.3,115.3,6034.3,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Bedford,03/06/2021,4,5.3,3842,47888,8.4,11,8022.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Butler,07/10/2020,6,10,410,187853,3.2,5.3,218.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Clearfield,09/29/2020,2,3.4,351,79255,2.5,4.3,442.9,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Franklin,06/16/2020,4,6.9,854,155027,2.6,4.4,550.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Clinton,09/10/2020,1,1.4,177,38632,2.6,3.7,458.2,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Elk,05/23/2020,0,0,5,29910,0,0,16.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Lycoming,04/02/2020,2,0.9,8,113299,1.8,0.8,7.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Dauphin,05/24/2020,29,21.7,1136,278299,10.4,7.8,408.2,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Franklin,03/19/2021,27,33.6,13092,155027,17.4,21.7,8445,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Franklin,02/18/2021,23,32.9,12257,155027,14.8,21.2,7906.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Butler,06/28/2020,8,4.6,303,187853,4.3,2.4,161.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Potter,02/16/2021,3,2.3,914,16526,18.2,13.8,5530.7,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Centre,03/13/2020,0,0,0,162385,0,0,0,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Carbon,07/27/2020,2,3.3,356,64182,3.1,5.1,554.7,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Lancaster,04/14/2020,52,51.7,951,545724,9.5,9.5,174.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Beaver,10/20/2020,1,11,2183,163929,0.6,6.7,1331.7,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Dauphin,11/20/2020,110,110.4,6779,278299,39.5,39.7,2435.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Warren,05/17/2020,0,0.1,2,39191,0,0.4,5.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Lebanon,03/15/2020,0,0,0,141793,0,0,0,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Bradford,12/26/2020,19,30,3021,60323,31.5,49.7,5008,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Clearfield,09/22/2020,2,3.3,327,79255,2.5,4.1,412.6,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Carbon,03/18/2020,0,0,0,64182,0,0,0,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Blair,08/01/2020,10,7,226,121829,8.2,5.7,185.5,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Mifflin,04/11/2020,1,0.9,11,46138,2.2,1.9,23.8,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Chester,03/16/2020,4,1,7,524989,0.8,0.2,1.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Bedford,06/10/2020,1,0.6,48,47888,2.1,1.2,100.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Cameron,09/19/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Jefferson,06/15/2020,0,0.6,21,43425,0,1.3,48.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Somerset,04/25/2020,0,1.1,26,73447,0,1.6,35.4,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Mifflin,09/04/2020,1,1.7,173,46138,2.2,3.7,375,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Bradford,08/28/2020,1,0.4,112,60323,1.7,0.7,185.7,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Wayne,07/05/2020,0,0.4,141,51361,0,0.8,274.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Franklin,08/08/2020,7,9.7,1354,155027,4.5,6.3,873.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lycoming,07/19/2020,7,4,279,113299,6.2,3.5,246.3,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Washington,05/14/2020,0,1.1,136,206865,0,0.6,65.7,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Snyder,01/04/2021,28,24,2073,40372,69.4,59.4,5134.7,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Carbon,07/25/2020,7,4.6,354,64182,10.9,7.1,551.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Wayne,08/26/2020,0,1,176,51361,0,1.9,342.7,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Clinton,07/14/2020,4,2.1,103,38632,10.4,5.5,266.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Somerset,03/10/2020,0,0,0,73447,0,0,0,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Sullivan,03/31/2021,3,0.9,345,6066,49.5,14.1,5687.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Forest,04/29/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Fulton,10/05/2020,3,0.4,54,14530,20.6,2.9,371.6,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Butler,07/02/2020,11,6.6,331,187853,5.9,3.5,176.2,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Mercer,08/05/2020,9,10.3,391,109424,8.2,9.4,357.3,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Fulton,10/11/2020,1,1.1,59,14530,6.9,7.9,406.1,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Bedford,03/26/2020,0,0,0,47888,0,0,0,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Warren,07/16/2020,1,0.4,11,39191,2.6,1.1,28.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Mifflin,07/22/2020,3,1.3,89,46138,6.5,2.8,192.9,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Bedford,10/03/2020,4,3.1,265,47888,8.4,6.6,553.4,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Clinton,06/25/2020,2,1.3,77,38632,5.2,3.3,199.3,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Perry,03/05/2020,0,,0,46272,0,,0,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Bradford,01/05/2021,54,34,3350,60323,89.5,56.4,5553.4,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Sullivan,07/20/2020,0,0,10,6066,0,0,164.9,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Butler,05/06/2020,3,1.6,190,187853,1.6,0.8,101.1,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Tioga,05/13/2020,0,0,16,40591,0,0,39.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Potter,01/23/2021,2,4.3,818,16526,12.1,25.9,4949.8,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lehigh,11/27/2020,215,228.1,11365,369318,58.2,61.8,3077.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Susquehanna,04/08/2020,2,1.9,19,40328,5,4.6,47.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Huntingdon,01/12/2021,29,38.1,3519,45144,64.2,84.5,7795.1,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Centre,10/06/2020,24,63.9,3205,162385,14.8,39.3,1973.7,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lycoming,10/20/2020,9,8.1,925,113299,7.9,7.2,816.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Somerset,11/25/2020,79,81.6,1693,73447,107.6,111.1,2305.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Franklin,06/28/2020,3,5.3,921,155027,1.9,3.4,594.1,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Clearfield,10/04/2020,2,3.4,366,79255,2.5,4.3,461.8,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Bedford,04/19/2020,0,1.4,15,47888,0,3,31.3,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Mercer,08/12/2020,22,11.9,474,109424,20.1,10.8,433.2,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Blair,08/10/2020,6,8.4,299,121829,4.9,6.9,245.4,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Cameron,11/23/2020,2,0.6,20,4447,45,12.8,449.7,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Clinton,07/19/2020,1,1,106,38632,2.6,2.6,274.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Wayne,05/11/2020,0,0.9,109,51361,0,1.7,212.2,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Cumberland,07/14/2020,18,9.6,994,253370,7.1,3.8,392.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Somerset,11/18/2020,59,49.1,1122,73447,80.3,66.9,1527.6,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Northumberland,08/10/2020,33,13.7,524,90843,36.3,15.1,576.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Potter,10/23/2020,5,1.3,50,16526,30.3,7.8,302.6,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cameron,10/09/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Snyder,01/25/2021,9,14,2555,40372,22.3,34.7,6328.6,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Warren,06/29/2020,1,0.1,6,39191,2.6,0.4,15.3,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Indiana,11/02/2020,22,25.4,1275,84073,26.2,30.2,1516.5,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Westmoreland,04/11/2020,4,10.7,226,348899,1.1,3.1,64.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Franklin,10/24/2020,14,18.1,2119,155027,9,11.7,1366.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lancaster,01/07/2021,477,354.3,30839,545724,87.4,64.9,5651,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Venango,11/19/2020,25,23.6,699,50668,49.3,46.5,1379.6,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Crawford,06/17/2020,1,0.6,40,84629,1.2,0.7,47.3,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Wyoming,01/08/2021,11,9.7,902,26794,41.1,36.3,3366.4,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Forest,04/23/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Warren,04/23/2020,0,0,1,39191,0,0,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Centre,06/29/2020,1,1.3,207,162385,0.6,0.8,127.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Potter,04/25/2020,0,0,4,16526,0,0,24.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Centre,05/16/2020,2,1.9,139,162385,1.2,1.1,85.6,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Bedford,12/11/2020,56,68.3,2296,47888,116.9,142.6,4794.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Forest,10/07/2020,0,0,15,7247,0,0,207,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Butler,09/03/2020,10,9.4,839,187853,5.3,5,446.6,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Forest,09/30/2020,0,0,15,7247,0,0,207,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cambria,05/09/2020,2,1.6,46,130192,1.5,1.2,35.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Pike,09/16/2020,3,1.7,564,55809,5.4,3.1,1010.6,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Greene,03/14/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lycoming,11/19/2020,49,46,1609,113299,43.2,40.6,1420.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Blair,10/11/2020,16,14.7,909,121829,13.1,12.1,746.1,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Westmoreland,07/10/2020,25,29.4,991,348899,7.2,8.4,284,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Adams,05/06/2020,2,2.3,155,103009,1.9,2.2,150.5,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Crawford,09/02/2020,0,2.6,230,84629,0,3,271.8,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lycoming,10/26/2020,9,9.6,983,113299,7.9,8.4,867.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cambria,01/16/2021,48,72,10148,130192,36.9,55.3,7794.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Warren,03/21/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Perry,03/07/2020,0,,0,46272,0,,0,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Crawford,03/25/2020,1,0.1,1,84629,1.2,0.2,1.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Washington,03/22/2020,0,0.9,7,206865,0,0.4,3.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Clinton,08/17/2020,0,0.7,130,38632,0,1.8,336.5,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Centre,05/27/2020,1,1.6,154,162385,0.6,1,94.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Wayne,04/01/2020,3,1.4,15,51361,5.8,2.8,29.2,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Northumberland,08/01/2020,5,2.9,416,90843,5.5,3.1,457.9,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Sullivan,04/26/2020,0,0,1,6066,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
McKean,04/25/2020,0,0.3,8,40625,0,0.7,19.7,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Westmoreland,05/15/2020,0,1.3,425,348899,0,0.4,121.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Warren,06/05/2020,0,0.3,5,39191,0,0.7,12.8,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
McKean,05/04/2020,0,0.1,9,40625,0,0.4,22.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lycoming,09/24/2020,9,6.7,678,113299,7.9,5.9,598.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Fayette,03/25/2020,4,1.3,9,129274,3.1,1,7,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Monroe,03/18/2020,9,2,16,170271,5.3,1.2,9.4,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Fulton,02/10/2021,8,5.1,1094,14530,55.1,35.4,7529.2,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Allegheny,02/08/2021,402,301.3,71870,1216045,33.1,24.8,5910.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Dauphin,10/30/2020,59,50.1,4957,278299,21.2,18,1781.2,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Cumberland,11/04/2020,25,28.3,2715,253370,9.9,11.2,1071.6,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Susquehanna,10/13/2020,3,5.3,359,40328,7.4,13.1,890.2,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Indiana,03/05/2021,12,7.6,5116,84073,14.3,9,6085.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Allegheny,03/09/2020,0,0,0,1216045,0,0,0,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Clinton,06/22/2020,0,1,72,38632,0,2.6,186.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Wayne,03/30/2020,1,0.7,9,51361,1.9,1.4,17.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Cumberland,03/10/2020,0,0,0,253370,0,0,0,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Northampton,03/17/2020,0,0.3,2,305285,0,0.1,0.7,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Potter,04/20/2020,0,0,4,16526,0,0,24.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Mifflin,09/29/2020,0,1.7,233,46138,0,3.7,505,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Armstrong,03/10/2020,0,0,0,64735,0,0,0,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Montgomery,07/06/2020,40,32.7,8844,830915,4.8,3.9,1064.4,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Bedford,06/30/2020,5,2.3,88,47888,10.4,4.8,183.8,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Venango,03/21/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Cameron,05/23/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Tioga,03/08/2020,0,0,0,40591,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Dauphin,04/17/2020,35,17.7,353,278299,12.6,6.4,126.8,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Beaver,11/18/2020,92,59,3126,163929,56.1,36,1906.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Susquehanna,08/28/2020,6,3,265,40328,14.9,7.4,657.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lycoming,10/18/2020,4,8.4,912,113299,3.5,7.4,804.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
